MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_N,CentralAir_Y,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
20,70.0,7000,3,0,4,6,1960,3,4,4,3,5,588.0,0.0,1010.0,0,4,1134,0,0,1134,0.0,0.0,1,0,2,1,3,6,6,3,1960.0,2,254.0,5,5,2,0,16,0,0,0,0,0,4,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
20,79.0,8910,3,0,5,5,1959,3,4,4,2,0,655.0,0.0,655.0,0,4,1194,0,0,1194,0.0,1.0,1,0,3,1,3,6,6,1,1954.0,0,539.0,5,5,2,0,0,192,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
160,24.0,2016,3,0,4,4,1970,3,4,4,3,6,0.0,0.0,630.0,4,4,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,6,3,1970.0,3,440.0,5,5,2,0,0,0,0,0,0,0,4,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
60,98.0,12256,0,0,7,4,1994,2,0,4,0,2,1032.0,0.0,1463.0,0,4,1500,1122,0,2622,1.0,0.0,2,1,3,1,2,9,6,5,1994.0,2,712.0,5,5,2,186,32,0,0,0,0,0,4,2010,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,114.0,10357,0,0,6,4,1990,2,2,4,2,2,738.0,0.0,910.0,2,4,1442,0,0,1442,1.0,0.0,2,0,3,1,2,6,6,5,1990.0,0,719.0,5,5,2,0,244,0,0,0,0,0,5,2007,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60,168.0,23257,2,0,6,4,2006,2,0,1,3,6,0.0,0.0,868.0,0,4,887,1134,0,2021,0.0,0.0,2,1,3,1,2,9,6,2,2006.0,2,422.0,5,5,2,0,100,0,0,0,0,0,9,2006,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
60,74.2072072072072,8063,3,0,5,4,2000,3,2,4,3,6,0.0,0.0,924.0,0,4,948,742,0,1690,0.0,0.0,2,1,3,1,3,7,6,5,2000.0,2,463.0,5,5,2,100,48,0,0,0,0,0,11,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
20,107.0,11362,0,0,7,4,2004,2,0,4,2,2,1039.0,0.0,1836.0,0,4,1836,0,0,1836,1.0,0.0,2,0,3,1,2,7,6,2,2004.0,0,862.0,5,5,2,125,185,0,0,0,0,0,3,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60,74.2072072072072,8000,3,0,5,4,1995,3,2,4,3,2,219.0,0.0,773.0,2,4,773,885,0,1658,1.0,0.0,2,1,3,1,3,8,6,5,1995.0,0,431.0,5,5,2,224,84,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60,80.0,10480,3,0,6,5,1976,3,4,4,3,0,403.0,0.0,803.0,4,4,1098,866,0,1964,0.0,0.0,2,1,4,1,3,8,6,2,1976.0,2,483.0,5,5,2,0,69,0,0,0,0,0,9,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,73.0,7100,0,0,4,6,1957,3,4,4,3,2,708.0,0.0,816.0,4,0,816,0,0,816,1.0,0.0,1,0,2,1,3,5,6,3,1957.0,3,308.0,5,5,2,0,0,0,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20,66.0,8923,3,0,4,6,1953,3,4,4,3,1,643.0,0.0,1008.0,2,4,1008,0,0,1008,1.0,0.0,1,0,2,1,2,6,6,3,1953.0,3,240.0,5,5,2,0,18,0,0,0,0,0,5,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,90.0,5400,3,0,4,6,1954,3,4,4,3,5,415.0,0.0,833.0,0,4,833,0,0,833,0.0,0.0,1,0,2,1,2,4,6,3,1955.0,3,326.0,5,5,2,0,0,0,0,0,0,0,8,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20,93.0,12085,3,0,7,4,2007,2,0,4,3,2,1004.0,0.0,1734.0,0,4,1734,0,0,1734,1.0,0.0,2,0,3,1,0,7,6,2,2007.0,2,928.0,5,5,2,0,0,0,0,0,0,0,11,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
80,74.2072072072072,7750,3,0,7,4,2002,2,2,4,3,2,353.0,0.0,408.0,0,4,779,640,0,1419,1.0,0.0,2,1,3,1,2,7,6,5,2002.0,0,527.0,5,5,2,120,0,0,0,0,0,0,3,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
20,57.0,9764,0,0,4,6,1967,3,4,4,3,1,702.0,0.0,894.0,0,4,894,0,0,894,1.0,0.0,1,0,3,1,2,5,6,3,1967.0,2,450.0,5,5,2,0,0,0,0,0,0,0,5,2008,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
80,85.0,13825,3,0,4,5,1958,3,4,4,3,6,0.0,0.0,533.0,4,4,1021,580,0,1601,0.0,1.0,1,0,3,1,3,6,3,3,1958.0,2,300.0,5,5,2,280,34,0,0,0,0,0,12,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
20,70.0,7560,3,0,4,4,1959,3,4,4,3,3,369.0,0.0,1040.0,4,0,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,6,3,1959.0,2,286.0,5,5,2,140,0,252,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30,59.0,8263,3,1,5,4,1920,3,4,4,3,6,0.0,0.0,1012.0,4,0,1012,0,0,1012,0.0,0.0,1,0,2,1,3,6,6,2,1920.0,3,308.0,5,5,2,0,22,112,0,0,0,0,5,2007,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20,84.0,10084,3,0,6,4,2005,2,2,4,0,2,24.0,0.0,1552.0,0,4,1552,0,0,1552,0.0,0.0,2,0,3,1,2,7,6,3,2005.0,2,782.0,5,5,2,144,20,0,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20,65.1534090909091,8926,0,0,3,2,1956,3,4,4,3,6,0.0,0.0,672.0,0,0,960,0,0,960,0.0,0.0,1,0,3,1,3,5,6,3,1956.0,3,288.0,5,5,2,64,0,0,0,160,0,0,10,2009,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20,50.0,9405,3,0,4,8,1947,3,4,4,3,6,0.0,0.0,698.0,0,4,698,0,0,698,0.0,1.0,1,0,2,1,3,4,6,3,0.0,1,0.0,3,3,2,0,200,0,0,0,0,0,6,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
80,74.2072072072072,9125,0,0,6,4,1992,3,2,4,3,6,0.0,0.0,384.0,2,4,812,670,0,1482,0.0,0.0,2,1,3,1,2,7,6,5,1992.0,0,392.0,5,5,2,100,25,0,0,0,0,0,7,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,60.0,10434,3,0,3,4,1955,3,4,4,3,6,0.0,0.0,1005.0,4,4,1005,0,0,1005,0.0,0.0,1,0,2,1,1,5,6,5,1977.0,3,672.0,1,1,2,0,0,0,0,0,0,0,11,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
120,53.0,3684,3,0,6,4,2007,2,2,4,3,6,0.0,0.0,1373.0,0,4,1555,0,0,1555,0.0,0.0,2,0,2,1,2,7,6,5,2007.0,0,660.0,5,5,2,143,20,0,0,0,0,0,6,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,182.0,14572,2,0,6,4,2004,2,2,4,0,2,1300.0,0.0,1530.0,0,4,1530,0,0,1530,1.0,0.0,2,0,3,1,2,7,6,2,2004.0,0,630.0,5,5,2,144,36,0,0,0,0,0,11,2007,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
60,59.0,11796,0,0,6,4,2004,2,2,4,0,6,0.0,0.0,847.0,0,4,847,1112,0,1959,0.0,0.0,2,1,4,1,2,8,6,2,2004.0,0,434.0,5,5,2,100,48,0,0,0,0,0,7,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
90,60.0,7200,3,0,4,4,1980,3,2,4,1,2,936.0,0.0,936.0,4,4,936,0,0,936,1.0,0.0,1,0,2,1,3,4,6,3,1980.0,3,672.0,5,5,2,49,0,0,0,0,0,0,8,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
50,65.0,7804,3,0,3,2,1928,3,4,4,3,1,622.0,0.0,1122.0,4,4,1328,653,0,1981,1.0,0.0,2,0,4,1,2,7,3,5,1981.0,3,576.0,5,5,2,431,44,0,0,0,0,0,12,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20,63.0,10712,3,0,4,4,1991,3,2,4,2,1,212.0,0.0,974.0,4,4,974,0,0,974,0.0,0.0,1,0,3,1,3,5,6,3,0.0,1,0.0,3,3,2,0,28,0,0,0,0,0,9,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
70,90.0,9900,3,0,5,3,1880,3,4,4,2,6,0.0,0.0,1008.0,4,4,1178,1032,0,2210,0.0,0.0,2,0,5,1,1,8,6,3,1930.0,3,205.0,1,5,0,0,48,0,0,0,0,0,5,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
60,80.0,9828,0,0,7,4,1995,2,2,4,3,2,584.0,0.0,1128.0,0,4,1142,878,0,2020,0.0,0.0,2,1,3,1,2,8,6,5,1995.0,2,466.0,5,5,2,0,155,0,0,0,0,0,6,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60,57.0,8773,0,0,5,4,1997,3,2,4,0,6,0.0,0.0,916.0,2,4,916,684,0,1600,0.0,0.0,2,1,3,1,3,7,6,5,1997.0,0,460.0,5,5,2,100,38,0,0,0,0,0,8,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30,60.0,6180,3,0,5,4,1926,3,4,4,3,6,0.0,0.0,960.0,4,4,986,0,0,986,0.0,0.0,1,0,2,1,3,5,6,2,1926.0,3,180.0,5,5,2,0,128,0,0,0,0,0,5,2007,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50,80.0,9600,3,0,5,4,1950,3,4,4,3,1,280.0,0.0,1032.0,4,0,1032,220,0,1252,0.0,0.0,1,0,3,1,3,6,6,3,1950.0,3,288.0,5,5,2,0,0,96,0,0,0,0,4,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
50,54.0,6342,3,0,4,7,1875,3,4,4,3,6,0.0,0.0,780.0,2,4,780,240,0,1020,0.0,0.0,1,0,2,1,3,6,6,3,0.0,1,0.0,3,3,0,0,0,176,0,0,0,0,5,2010,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,75.14444444444445,9819,0,1,5,4,1977,3,4,4,1,0,1567.0,0.0,1567.0,4,4,1567,0,0,1567,1.0,0.0,2,0,2,1,2,5,6,5,1977.0,2,714.0,5,5,2,264,32,0,0,0,0,0,5,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30,98.0,8731,0,0,4,4,1920,3,4,4,3,1,645.0,0.0,915.0,4,4,1167,0,0,1167,0.0,0.0,1,0,3,1,3,6,0,2,1972.0,3,495.0,5,5,2,0,0,216,0,126,0,0,5,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
